cloneId	geneSymbol	T0_A	T0_B	T0_C	T16_A	T16_B	T16_C
TRCN0000057281	HLA-DRB3	15	15	19	1	1	2
TRCN0000057282	HLA-DRB3	8	8	7	6	5	2
TRCN0000019105	HMGN3	8	7	8	86	45	65
TRCN0000019107	HMGN3	7	7	8	19	22	3
TRCN0000062453	HNRNPK	17	16	21	4	17	16
TRCN0000062454	HNRNPK	11	11	20	1	1	2
TRCN0000062455	HNRNPK	13	14	29	1	1	1
TRCN0000062456	HNRNPK	22	20	22	1	1	1
TRCN0000062457	HNRNPK	13	15	13	2	1	1
TRCN0000001238	HNRNPR	13	13	5	20	13	14
TRCN0000001239	HNRNPR	22	21	15	56	239	39
TRCN0000001240	HNRNPR	17	18	18	2	2	2
TRCN0000001241	HNRNPR	29	30	29	3	2	8
TRCN0000001242	HNRNPR	18	18	15	7	14	24
TRCN0000015028	HOXA1	10	10	11	4	12	4
TRCN0000015029	HOXA1	9	3	8	3	5	9
TRCN0000015030	HOXA1	14	13	14	21	26	10
TRCN0000015032	HOXA1	28	28	24	35	20	33
TRCN0000009071	HRH3	16	18	16	110	42	63
TRCN0000009072	HRH3	8	9	9	8	6	7
TRCN0000009073	HRH3	4	3	5	2	1	5
TRCN0000009074	HRH3	6	3	20	4	86	13
TRCN0000050918	HRSP12	10	9	11	1	1	1
TRCN0000050919	HRSP12	12	13	17	16	34	5
TRCN0000050920	HRSP12	7	7	3	7	10	10
TRCN0000050921	HRSP12	17	16	20	10	76	24
TRCN0000050922	HRSP12	11	10	8	1	1	1
TRCN0000028042	HSD17B13	12	13	17	11	19	33
TRCN0000028050	HSD17B13	13	13	15	1	2	4
TRCN0000028059	HSD17B13	13	13	8	2	6	8
TRCN0000028115	HSD17B13	21	22	18	1	1	4
TRCN0000028121	HSD17B13	13	14	15	8	4	11
TRCN0000016958	HSF5	25	27	25	16	33	45
TRCN0000016959	HSF5	6	6	3	1	1	3
TRCN0000016960	HSF5	24	24	17	3	5	2
TRCN0000016961	HSF5	5	4	4	1	2	1
TRCN0000016962	HSF5	21	19	13	11	15	6
TRCN0000016613	HSFX1	17	6	22	19	106	55
TRCN0000016614	HSFX1	22	22	27	2	5	1
TRCN0000016615	HSFX1	11	11	10	5	2	3
TRCN0000016616	HSFX1	21	21	29	10	4	15
TRCN0000016617	HSFX1	5	4	4	9	3	4
TRCN0000006587	HTATSF1	5	6	8	1	1	1
TRCN0000006588	HTATSF1	12	13	11	3	4	2
TRCN0000006589	HTATSF1	21	21	22	1	1	1
TRCN0000006591	HTATSF1	20	21	17	17	54	38
TRCN0000062963	HTR3C	29	30	23	32	58	20
TRCN0000062964	HTR3C	9	10	6	5	8	3
TRCN0000062965	HTR3C	17	19	19	42	15	38
TRCN0000062966	HTR3C	14	15	15	13	13	106
TRCN0000062967	HTR3C	12	13	15	5	7	3
TRCN0000010294	IGBP1	7	9	8	9	11	3
TRCN0000039963	IGBP1	8	8	7	7	1	11
TRCN0000039964	IGBP1	6	4	3	1	1	1
TRCN0000039965	IGBP1	4	5	6	1	1	1
TRCN0000039966	IGBP1	7	6	8	1	1	2
TRCN0000295883	IGBP1	12	13	16	1	1	2
TRCN0000072508	IGFBP3	35	29	30	34	19	45
TRCN0000072509	IGFBP3	33	35	25	73	42	57
TRCN0000072510	IGFBP3	15	18	19	2	1	2
TRCN0000072512	IGFBP3	16	16	21	9	3	4
TRCN0000058168	IL21R	14	12	21	8	12	120
TRCN0000058169	IL21R	8	6	6	1	1	3
TRCN0000058170	IL21R	9	9	8	12	42	7
TRCN0000058171	IL21R	3	4	5	1	3	3
TRCN0000058172	IL21R	11	10	15	26	35	18
TRCN0000058938	IL22RA1	10	10	8	18	9	11
TRCN0000058939	IL22RA1	9	10	13	10	15	38
TRCN0000058940	IL22RA1	9	7	8	4	5	5
TRCN0000058183	IL4	12	10	17	7	14	6
TRCN0000058184	IL4	11	10	13	5	18	1
TRCN0000058187	IL4	21	26	32	7	17	66
TRCN0000059184	IL7	15	17	14	13	15	25
TRCN0000059185	IL7	37	39	38	278	38	81
TRCN0000059186	IL7	31	32	20	26	51	33
TRCN0000059187	IL7	27	29	27	47	58	38
TRCN0000060983	ILDR1	16	17	24	64	65	25
TRCN0000060984	ILDR1	19	22	29	9	16	7
TRCN0000060985	ILDR1	16	18	17	48	35	6
TRCN0000060986	ILDR1	19	19	16	49	28	57
TRCN0000014803	IRF5	25	25	22	35	24	37
TRCN0000014804	IRF5	48	49	48	65	63	123
TRCN0000014805	IRF5	47	43	65	31	26	12
TRCN0000014806	IRF5	13	15	16	9	43	9
TRCN0000014807	IRF5	40	39	40	28	31	35
TRCN0000007420	ISG15	5	5	7	1	1	1
TRCN0000007421	ISG15	13	13	12	16	7	7
TRCN0000007422	ISG15	7	6	6	2	1	4
TRCN0000045918	ISYNA1	7	7	10	7	7	9
TRCN0000045920	ISYNA1	10	11	9	1	1	1
TRCN0000045921	ISYNA1	8	8	15	7	2	7
TRCN0000045922	ISYNA1	10	11	11	24	12	15
TRCN0000057753	ITGA11	24	24	14	25	57	26
TRCN0000057754	ITGA11	28	27	31	8	16	10
TRCN0000057755	ITGA11	14	15	22	25	7	2
TRCN0000057756	ITGA11	12	11	18	3	6	4
TRCN0000057757	ITGA11	17	17	12	2	14	1
TRCN0000003102	JAK1	7	7	6	35	11	16
TRCN0000003104	JAK1	11	11	7	12	2	6
TRCN0000048208	KALRN	11	4	19	9	29	45
TRCN0000048209	KALRN	35	37	28	24	44	38
TRCN0000048210	KALRN	16	14	15	4	7	5
TRCN0000048211	KALRN	43	45	41	22	11	14
TRCN0000048212	KALRN	52	52	50	51	119	104
TRCN0000043938	KCNA1	7	7	6	4	2	3
TRCN0000043939	KCNA1	12	13	9	1	1	3
TRCN0000043940	KCNA1	11	9	9	5	6	3
TRCN0000043941	KCNA1	11	11	7	5	2	18
TRCN0000043942	KCNA1	6	6	10	3	2	5
TRCN0000045108	KCNG1	8	7	8	28	5	18
TRCN0000045109	KCNG1	13	12	14	17	10	18
TRCN0000045110	KCNG1	6	7	16	4	5	2
TRCN0000045112	KCNG1	9	10	9	13	5	17
TRCN0000053323	KIAA0494	32	34	32	36	54	27
TRCN0000053325	KIAA0494	20	21	13	13	12	14
TRCN0000053326	KIAA0494	21	21	16	17	9	10
TRCN0000053327	KIAA0494	15	15	18	21	9	19
TRCN0000074163	KIF4A	10	10	11	20	32	10
TRCN0000074164	KIF4A	13	14	14	4	10	5
TRCN0000074165	KIF4A	13	15	20	9	22	5
TRCN0000074166	KIF4A	7	4	14	2	3	8
TRCN0000060458	LBR	13	12	12	7	20	12
TRCN0000060459	LBR	24	25	29	8	8	7
TRCN0000060460	LBR	36	38	31	86	136	86
TRCN0000060462	LBR	14	14	10	7	18	11
TRCN0000036979	LCMT2	25	26	34	11	8	7
TRCN0000036980	LCMT2	19	23	30	3	3	6
TRCN0000036981	LCMT2	24	27	26	49	86	61
TRCN0000036982	LCMT2	31	29	42	44	26	29
TRCN0000036983	LCMT2	47	49	47	56	53	21
TRCN0000060558	LILRA4	18	16	22	2	5	5
TRCN0000060560	LILRA4	18	20	19	19	15	8
TRCN0000060562	LILRA4	23	27	19	5	5	6
TRCN0000036859	LOC164036	41	42	28	27	57	27
TRCN0000036860	LOC164036	56	55	47	304	506	454
TRCN0000036862	LOC164036	39	41	31	216	135	97
TRCN0000036863	LOC164036	50	55	54	79	132	107
TRCN0000028049	LOC220729	9	9	9	2	1	2
TRCN0000028056	LOC220729	10	10	7	39	4	42
TRCN0000028099	LOC220729	18	18	19	7	4	16
TRCN0000028122	LOC220729	18	17	16	11	15	38
TRCN0000052778	LOC387870	28	30	33	18	7	11
TRCN0000052779	LOC387870	27	28	43	104	65	45
TRCN0000052781	LOC387870	14	16	25	37	50	47
TRCN0000052782	LOC387870	21	20	28	48	23	70
TRCN0000036584	LOC389314	94	101	95	79	160	126
TRCN0000036586	LOC389314	85	82	18	121	174	182
TRCN0000036587	LOC389314	85	83	5	24	61	61
TRCN0000036588	LOC389314	12	10	13	7	1	5
TRCN0000020914	LOC391745	7	9	7	4	11	6
TRCN0000020916	LOC391745	6	4	19	21	18	5
TRCN0000020917	LOC391745	18	17	22	15	34	6
TRCN0000020918	LOC391745	5	5	7	3	1	3
TRCN0000021144	LOC391764	20	22	20	6	10	11
TRCN0000021145	LOC391764	13	14	14	18	29	26
TRCN0000021146	LOC391764	13	13	13	2	7	11
TRCN0000021147	LOC391764	16	17	19	3	1	4
TRCN0000021148	LOC391764	16	16	13	27	33	77
TRCN0000016243	LOC391767	22	20	22	9	18	10
TRCN0000016244	LOC391767	20	23	31	9	10	10
TRCN0000016245	LOC391767	11	10	11	3	4	13
TRCN0000016246	LOC391767	9	10	12	11	17	11
TRCN0000016247	LOC391767	8	8	6	1	6	2
TRCN0000038134	LOC401605	4	5	3	26	6	5
TRCN0000038135	LOC401605	18	17	23	27	45	42
TRCN0000038136	LOC401605	32	31	24	11	29	34
TRCN0000038137	LOC401605	21	21	19	60	72	42
TRCN0000038138	LOC401605	23	26	36	9	15	20
TRCN0000017168	LOC402280	6	6	6	2	1	2
TRCN0000017169	LOC402280	15	15	16	9	17	11
TRCN0000017170	LOC402280	6	6	3	5	2	4
TRCN0000017171	LOC402280	8	8	12	1	1	1
TRCN0000017172	LOC402280	13	14	23	6	25	14
TRCN0000082358	LOC439955	17	15	16	27	41	27
TRCN0000082359	LOC439955	9	10	10	5	13	4
TRCN0000082360	LOC439955	14	13	6	81	34	42
TRCN0000082361	LOC439955	9	8	6	19	15	25
TRCN0000082362	LOC439955	12	12	14	2	9	4
TRCN0000082548	LOC441902	10	9	14	25	7	12
TRCN0000082549	LOC441902	16	16	9	13	9	31
TRCN0000082550	LOC441902	11	11	10	11	44	4
TRCN0000082552	LOC441902	15	14	23	22	42	99
TRCN0000050108	LPPR2	11	11	8	2	6	3
TRCN0000050110	LPPR2	13	14	14	13	5	5
TRCN0000050111	LPPR2	8	10	15	1	1	2
TRCN0000005215	LRRC32	11	11	11	11	17	12
TRCN0000005216	LRRC32	15	15	18	5	21	12
TRCN0000005217	LRRC32	16	17	21	26	7	6
TRCN0000005218	LRRC32	10	10	9	1	3	3
TRCN0000005219	LRRC32	8	9	6	2	1	2
TRCN0000063953	LY6H	13	14	14	8	10	27
TRCN0000063954	LY6H	27	27	30	6	3	4
TRCN0000063955	LY6H	17	17	24	58	120	80
TRCN0000063956	LY6H	29	30	29	48	99	65
TRCN0000052064	LYPLA1	33	33	33	370	440	160
TRCN0000052065	LYPLA1	32	30	33	2	7	1
TRCN0000052066	LYPLA1	38	33	37	42	48	50
TRCN0000052067	LYPLA1	18	17	17	9	17	19
TRCN0000049613	MAN2A1	45	45	56	11	15	17
TRCN0000049614	MAN2A1	29	31	27	29	44	41
TRCN0000049615	MAN2A1	74523	77057	68707	15292	17522	18094
TRCN0000049616	MAN2A1	28	29	18	26	23	22
TRCN0000049617	MAN2A1	17	18	21	14	22	26
TRCN0000000731	MAP3K14	9	9	9	5	35	23
TRCN0000000732	MAP3K14	10	9	5	24	17	23
TRCN0000000733	MAP3K14	7	8	9	4	43	5
TRCN0000000734	MAP3K14	11	12	15	7	1	5
TRCN0000003151	MAPKAP1	18	20	10	75	12	43
TRCN0000003153	MAPKAP1	24	23	20	2	7	2
TRCN0000010374	MAX	6	5	7	14	8	6
TRCN0000010375	MAX	16	15	24	1	1	3
TRCN0000039863	MAX	6	4	4	6	3	6
TRCN0000039864	MAX	49	51	40	13	16	13
TRCN0000039865	MAX	27	31	24	16	23	22
TRCN0000039866	MAX	20	22	32	38	60	84
TRCN0000039867	MAX	10	10	11	5	7	5
TRCN0000000267	MCM5	19	19	29	1	3	1
TRCN0000000268	MCM5	13	15	21	3	4	4
TRCN0000000270	MCM5	10	10	12	5	1	2
TRCN0000021239	MECP2	14	14	10	12	15	19
TRCN0000021240	MECP2	9	11	16	9	9	9
TRCN0000021242	MECP2	18	16	14	4	9	3
TRCN0000021243	MECP2	14	14	17	26	35	17
TRCN0000035194	MGAT1	11	11	15	6	7	3
TRCN0000035197	MGAT1	5	5	3	3	9	71
TRCN0000046393	MIOX	15	13	5	48	34	41
TRCN0000046394	MIOX	12	11	25	29	9	31
TRCN0000046395	MIOX	10	9	10	26	24	15
TRCN0000046396	MIOX	10	8	11	6	2	5
TRCN0000046397	MIOX	11	12	10	1	6	1
TRCN0000074498	MKI67IP	22	23	22	31	25	58
TRCN0000074499	MKI67IP	25	23	26	2	7	10
TRCN0000074500	MKI67IP	23	22	16	15	4	9
TRCN0000074501	MKI67IP	29	30	24	12	6	47
TRCN0000074502	MKI67IP	19	21	19	1	1	2
TRCN0000015393	MKL2	13	13	7	11	17	7
TRCN0000015395	MKL2	17	18	11	37	35	40
TRCN0000015396	MKL2	12	13	12	7	12	6
TRCN0000015397	MKL2	12	11	17	1	1	1
TRCN0000051918	MMP25	27	28	30	63	81	94
TRCN0000051919	MMP25	17	18	21	6	5	35
TRCN0000051921	MMP25	58	56	82	122	258	144
TRCN0000051922	MMP25	6	7	11	2	1	1
TRCN0000014748	MNX1	20	22	26	12	21	15
TRCN0000014749	MNX1	16	12	22	2	7	3
TRCN0000014750	MNX1	18	21	19	32	10	6
TRCN0000014752	MNX1	12	9	18	2	5	3
TRCN0000107305	MORF4L2	14	14	14	20	17	12
TRCN0000107307	MORF4L2	11	12	15	1	1	1
TRCN0000107308	MORF4L2	8	9	6	1	3	1
TRCN0000107309	MORF4L2	8	7	10	1	1	2
TRCN0000061693	MS4A5	12	13	7	79	27	51
TRCN0000061696	MS4A5	16	16	13	13	16	21
TRCN0000072608	MT1F	15	17	21	4	12	6
TRCN0000072609	MT1F	19	16	22	4	8	3
TRCN0000072610	MT1F	11	10	19	8	9	12
TRCN0000072611	MT1F	26	27	24	44	47	42
TRCN0000072612	MT1F	19	20	23	6	73	40
TRCN0000035074	MTFMT	11	3	23	1	8	9
TRCN0000035076	MTFMT	75	78	71	415	301	250
TRCN0000035077	MTFMT	49	52	41	3	3	14
TRCN0000035078	MTFMT	16	16	15	11	5	8
TRCN0000082643	MTMR12	55	62	41	73	45	69
TRCN0000082644	MTMR12	20	20	19	6	7	2
TRCN0000082645	MTMR12	14	13	7	3	8	6
TRCN0000082646	MTMR12	23	22	19	63	75	41
TRCN0000082647	MTMR12	23	25	21	48	202	58
TRCN0000002991	MTMR4	7	7	4	1	1	3
TRCN0000002992	MTMR4	15	15	14	7	32	7
TRCN0000002993	MTMR4	4	3	4	1	3	2
TRCN0000020804	MYF6	11	7	7	14	35	22
TRCN0000020805	MYF6	16	16	21	26	15	17
TRCN0000020806	MYF6	9	5	24	3	2	8
TRCN0000020807	MYF6	9	9	13	4	4	4
TRCN0000083598	MYH2	63	65	67	34	35	18
TRCN0000083599	MYH2	44	46	56	53	42	27
TRCN0000083600	MYH2	34	31	33	36	40	14
TRCN0000083601	MYH2	51	53	56	253	352	285
TRCN0000083602	MYH2	12	13	11	3	3	1
TRCN0000083308	MYH7	9	10	13	23	15	9
TRCN0000083309	MYH7	33	36	36	11	5	3
TRCN0000083310	MYH7	26	24	17	59	15	36
TRCN0000083311	MYH7	16	17	20	5	1	3
TRCN0000083312	MYH7	14	15	9	5	8	14
TRCN0000002198	MYO3A	11	12	12	4	1	2
TRCN0000002200	MYO3A	8	7	11	5	30	2
TRCN0000002201	MYO3A	13	14	15	5	14	49
TRCN0000045820	NARS	4	4	5	1	1	1
TRCN0000045821	NARS	11	11	12	2	7	2
TRCN0000034909	NAT2	17	17	16	46	31	26
TRCN0000034911	NAT2	10	8	14	2	12	3
TRCN0000034913	NAT2	15	16	13	18	33	40
TRCN0000033604	NBEA	51	42	58	41	29	66
TRCN0000033605	NBEA	19	15	14	18	3	12
TRCN0000033606	NBEA	79	72	8	91	92	100
TRCN0000033607	NBEA	18	17	16	4	8	6
TRCN0000033608	NBEA	19	20	23	14	57	22
TRCN0000005585	NCRNA00288	15	15	19	1	3	6
TRCN0000005586	NCRNA00288	12	12	14	2	1	1
TRCN0000005587	NCRNA00288	14	15	26	2	1	1
TRCN0000026435	NDUFA1	14	10	12	3	36	3
TRCN0000026456	NDUFA1	15	16	23	8	13	8
TRCN0000026468	NDUFA1	11	12	11	3	5	1
TRCN0000026492	NDUFA1	13	14	9	3	5	4
TRCN0000021579	NEK1	16	17	10	31	29	34
TRCN0000021580	NEK1	18	17	8	9	6	32
TRCN0000021581	NEK1	17	17	8	48	43	17
TRCN0000021582	NEK1	9	9	9	14	17	21
TRCN0000021583	NEK1	8	8	9	16	12	30
TRCN0000007090	NEK8	7	8	12	3	1	6
TRCN0000014623	NFE2L1	21	22	17	39	46	102
TRCN0000014625	NFE2L1	13	13	15	9	12	9
TRCN0000014627	NFE2L1	14	14	22	2	4	5
TRCN0000006513	NFKB2	9	10	6	9	9	14
TRCN0000006514	NFKB2	21	23	18	22	11	21
TRCN0000006515	NFKB2	8	7	6	2	5	1
TRCN0000017153	NKX2-2	26	21	27	9	27	13
TRCN0000017154	NKX2-2	11	7	14	2	1	1
TRCN0000017155	NKX2-2	7	8	6	1	1	1
TRCN0000017157	NKX2-2	8	6	8	2	6	6
TRCN0000051733	NPEPL1	18	18	16	19	40	41
TRCN0000051734	NPEPL1	18	18	20	4	5	4
TRCN0000051735	NPEPL1	17	14	28	28	82	7
TRCN0000051736	NPEPL1	16	16	11	3	14	17
TRCN0000051737	NPEPL1	7	8	7	2	5	1
TRCN0000007325	NPR1	20	20	25	19	1	2
TRCN0000007327	NPR1	18	21	17	6	10	10
TRCN0000007328	NPR1	14	12	16	43	54	10
TRCN0000007329	NPR1	4	4	7	5	1	2
TRCN0000063308	NRP2	25	24	24	3	17	39
TRCN0000063309	NRP2	13	12	8	155	180	181
TRCN0000063310	NRP2	18	16	30	17	22	25
TRCN0000063311	NRP2	16	15	15	1	1	1
TRCN0000063312	NRP2	7	9	14	1	1	1
TRCN0000007916	NTHL1	10	10	15	3	1	1
TRCN0000007917	NTHL1	5	5	5	1	1	3
TRCN0000007918	NTHL1	12	10	15	1	5	4
TRCN0000004135	NUB1	26	26	22	11	24	35
TRCN0000004136	NUB1	12	14	15	66	10	8
TRCN0000004137	NUB1	23	19	22	19	26	26
TRCN0000004138	NUB1	28	28	39	6	9	10
TRCN0000005554	NUP214	13	12	13	6	2	5
TRCN0000005555	NUP214	20	20	23	2	1	1
TRCN0000005556	NUP214	14	16	18	1	3	1
TRCN0000005557	NUP214	19	20	18	33	22	69
TRCN0000005558	NUP214	16	17	18	1	1	1
TRCN0000005008	OAS1	17	20	18	58	46	38
TRCN0000005009	OAS1	22	25	24	28	7	76
TRCN0000005331	OCM2	15	15	19	16	18	18
TRCN0000005332	OCM2	6	3	15	1	2	1
TRCN0000005333	OCM2	18	20	26	1	1	1
TRCN0000005334	OCM2	14	13	19	2	16	1
TRCN0000005335	OCM2	7	5	5	2	2	3
TRCN0000060518	OLR1	12	9	13	10	16	32
TRCN0000060519	OLR1	11	5	4	4	5	2
TRCN0000060520	OLR1	19	20	15	5	2	4
TRCN0000060521	OLR1	24	24	29	26	31	24
TRCN0000060522	OLR1	18	18	24	21	24	28
TRCN0000063289	OR2T1	11	10	12	1	2	4
TRCN0000063290	OR2T1	11	7	15	2	1	6
TRCN0000063291	OR2T1	18	23	15	40	12	80
TRCN0000063292	OR2T1	9	9	8	2	5	17
TRCN0000060713	OR51D1	13	15	20	2	1	2
TRCN0000060715	OR51D1	21	21	16	5	15	20
TRCN0000060716	OR51D1	17	18	11	17	32	16
TRCN0000060717	OR51D1	14	12	17	2	4	1
TRCN0000060848	OR5W2	16	13	14	53	13	112
TRCN0000060849	OR5W2	21	20	29	12	21	45
TRCN0000060850	OR5W2	16	17	20	18	22	18
TRCN0000060851	OR5W2	35	34	25	9	15	1
TRCN0000060852	OR5W2	11	11	5	4	1	1
TRCN0000060453	OR6S1	15	15	11	1	2	1
TRCN0000060454	OR6S1	19	19	12	29	38	26
TRCN0000060455	OR6S1	36	37	42	5	5	6
TRCN0000060457	OR6S1	57	58	46	134	101	105
TRCN0000058683	OSMR	10	10	12	16	7	61
TRCN0000058684	OSMR	7	5	8	4	3	3
TRCN0000058685	OSMR	8	8	9	5	4	8
TRCN0000058686	OSMR	5	3	8	1	1	1
TRCN0000058687	OSMR	7	8	7	1	1	1
TRCN0000015528	OTX1	26	25	28	13	13	22
TRCN0000015529	OTX1	14	15	13	5	28	3
TRCN0000015530	OTX1	25	26	24	229	283	144
TRCN0000015531	OTX1	25	26	28	24	25	17
TRCN0000008936	OXGR1	12	13	8	28	3	2
TRCN0000008937	OXGR1	14	15	19	20	20	41
TRCN0000008938	OXGR1	9	9	7	1	1	1
TRCN0000008939	OXGR1	17	18	16	30	33	6
TRCN0000008940	OXGR1	4	4	4	1	1	8
TRCN0000001586	OXSR1	20	20	24	109	16	35
TRCN0000001588	OXSR1	22	24	14	15	23	41
TRCN0000045093	P2RX7	13	13	19	3	10	8
TRCN0000045094	P2RX7	7	7	11	1	2	1
TRCN0000045095	P2RX7	16	16	23	13	36	12
TRCN0000045097	P2RX7	24	22	36	18	10	8
TRCN0000037704	PANK3	9	5	8	30	31	24
TRCN0000037706	PANK3	70	59	40	156	19	1
TRCN0000037707	PANK3	15	12	14	51	7	7
TRCN0000037708	PANK3	22	20	23	9	28	21
TRCN0000051298	PAPL	35	37	33	14	13	21
TRCN0000051299	PAPL	22	25	24	13	8	26
TRCN0000051300	PAPL	19	14	19	18	16	16
TRCN0000051301	PAPL	9	9	12	3	8	1
TRCN0000051302	PAPL	18	19	20	5	6	13
TRCN0000020379	PAX9	19	21	17	10	56	35
TRCN0000020380	PAX9	10	10	8	7	11	7
TRCN0000020381	PAX9	11	12	15	2	4	7
TRCN0000020382	PAX9	11	13	13	10	12	27
TRCN0000020383	PAX9	27	30	37	1	1	7
TRCN0000078423	PCCA	41	37	35	95	248	79
TRCN0000078424	PCCA	25	25	19	45	34	55
TRCN0000078425	PCCA	28	26	30	2	3	11
TRCN0000078426	PCCA	22	16	18	3	3	2
TRCN0000078427	PCCA	19	17	21	1	3	8
TRCN0000055938	PCDH9	44	45	49	9	10	11
TRCN0000055939	PCDH9	21	24	20	79	15	47
TRCN0000055940	PCDH9	24	22	26	1	1	6
TRCN0000055941	PCDH9	8	9	9	14	20	35
TRCN0000055942	PCDH9	15	13	25	29	24	13
TRCN0000056263	PCDHGB6	35	36	34	36	26	19
TRCN0000056264	PCDHGB6	22	22	18	13	10	8
TRCN0000056265	PCDHGB6	11	10	15	1	6	4
TRCN0000056266	PCDHGB6	23	23	19	8	9	10
TRCN0000056267	PCDHGB6	23	24	20	43	138	50
TRCN0000056133	PCDHGC4	14	13	9	6	9	193
TRCN0000056134	PCDHGC4	28	27	31	45	47	14
TRCN0000056135	PCDHGC4	14	14	18	15	21	28
TRCN0000056136	PCDHGC4	14	14	16	10	19	9
TRCN0000056137	PCDHGC4	31	30	33	129	54	53
TRCN0000073128	PCGF1	10	9	10	5	5	3
TRCN0000073129	PCGF1	13	12	8	2	2	2
TRCN0000073130	PCGF1	13	11	9	2	1	2
TRCN0000073131	PCGF1	11	13	10	14	46	14
TRCN0000073132	PCGF1	13	13	13	2	7	6
TRCN0000072373	PDAP1	24	24	29	2	2	1
TRCN0000072374	PDAP1	13	15	18	2	1	1
TRCN0000072375	PDAP1	13	13	16	9	11	20
TRCN0000072376	PDAP1	12	14	11	2	1	1
TRCN0000072377	PDAP1	29	28	27	18	23	12
TRCN0000074183	PER1	17	16	17	11	14	15
TRCN0000074184	PER1	12	12	10	6	18	2
TRCN0000074187	PER1	9	8	14	20	17	9
TRCN0000049053	PGM3	23	28	24	16	21	11
TRCN0000049054	PGM3	27	30	20	20	24	45
TRCN0000049055	PGM3	29	29	39	2	12	1
TRCN0000049056	PGM3	36	38	38	15	20	7
TRCN0000049057	PGM3	35	38	36	52	32	25
TRCN0000050658	PHPT1	13	11	15	16	15	9
TRCN0000050659	PHPT1	21	20	20	29	33	22
TRCN0000220609	PIP4K2A	11	9	8	11	9	11
TRCN0000029759	PITPNM1	34	36	26	8	6	6
TRCN0000029760	PITPNM1	34	36	39	158	166	118
TRCN0000029761	PITPNM1	12	13	17	14	7	45
TRCN0000029762	PITPNM1	16	15	19	7	1	6
TRCN0000062318	PKD1	18	17	25	28	10	22
TRCN0000062319	PKD1	29	32	38	12	3	8
TRCN0000062320	PKD1	6	3	6	3	4	16
TRCN0000062321	PKD1	16	16	13	15	8	6
TRCN0000062322	PKD1	16	14	23	43	25	20
TRCN0000060388	PLXDC2	16	17	21	68	7	32
TRCN0000060389	PLXDC2	15	16	12	38	64	116
TRCN0000060390	PLXDC2	31	29	35	128	88	57
TRCN0000060391	PLXDC2	21	21	18	5	20	12
TRCN0000060392	PLXDC2	12	12	10	4	2	1
TRCN0000048878	PNPLA6	10	8	8	21	12	20
TRCN0000048881	PNPLA6	25	24	16	11	18	18
TRCN0000048882	PNPLA6	16	15	25	6	13	9
TRCN0000049133	PPIAP8	43	48	75	42	84	31
TRCN0000049134	PPIAP8	25	28	28	82	47	78
TRCN0000049135	PPIAP8	12	11	13	14	20	6
TRCN0000049136	PPIAP8	11	10	11	1	4	1
TRCN0000049137	PPIAP8	15	16	21	11	5	7
TRCN0000006947	PPP1R14A	4	4	3	2	3	3
TRCN0000006948	PPP1R14A	5	4	5	12	17	2
TRCN0000019939	PQBP1	13	13	15	5	4	3
TRCN0000019940	PQBP1	5	6	4	4	12	22
TRCN0000019941	PQBP1	14	16	20	3	7	2
TRCN0000019942	PQBP1	12	13	18	3	10	20
TRCN0000013608	PRDM1	26	28	27	7	6	11
TRCN0000013609	PRDM1	6	4	5	1	2	2
TRCN0000013610	PRDM1	28	27	21	9	1	5
TRCN0000013611	PRDM1	29	28	27	3	3	7
TRCN0000013612	PRDM1	27	26	22	69	17	40
TRCN0000037790	PRKCDBP	12	11	13	2	7	1
TRCN0000037791	PRKCDBP	9	9	12	4	2	8
TRCN0000037792	PRKCDBP	4	4	7	4	14	2
TRCN0000037793	PRKCDBP	7	5	8	4	1	3
TRCN0000000844	PRKCE	19	19	23	22	47	37
TRCN0000000846	PRKCE	12	12	11	6	1	18
TRCN0000000847	PRKCE	16	16	17	6	3	5
TRCN0000000848	PRKCE	17	18	20	19	12	10
TRCN0000051963	PRSS21	41	41	26	5	11	9
TRCN0000051964	PRSS21	45	47	42	270	173	181
TRCN0000051965	PRSS21	28	22	50	15	68	56
TRCN0000051966	PRSS21	22	21	29	1	10	3
TRCN0000051967	PRSS21	18	17	22	6	13	12
TRCN0000083793	PSAP	32	32	31	41	37	41
TRCN0000083794	PSAP	56	59	67	39	20	38
TRCN0000083795	PSAP	16	17	17	3	5	1
TRCN0000083796	PSAP	69	69	74	15	74	21
TRCN0000083797	PSAP	26	27	28	2	4	4
TRCN0000003884	PSMA4	11	11	12	1	1	1
TRCN0000003885	PSMA4	9	10	8	1	9	7
TRCN0000003886	PSMA4	21	22	22	1	1	1
TRCN0000003887	PSMA4	10	11	11	1	1	1
TRCN0000003888	PSMA4	12	12	10	1	2	1
TRCN0000046844	PSMA8	10	9	8	23	52	54
TRCN0000046846	PSMA8	9	10	11	19	8	12
TRCN0000046847	PSMA8	6	5	4	58	11	14
TRCN0000007181	PSMC2	19	17	20	17	57	46
TRCN0000007183	PSMC2	18	15	21	3	1	1
TRCN0000007184	PSMC2	18	16	23	14	13	10
TRCN0000007185	PSMC2	16	17	13	1	1	3
TRCN0000058108	PSMD13	14	14	15	2	2	1
TRCN0000058109	PSMD13	17	17	20	2	1	1
TRCN0000058111	PSMD13	34	35	42	20	7	83
TRCN0000058112	PSMD13	4	4	3	1	1	1
TRCN0000058118	PSMD3	10	12	15	2	1	1
TRCN0000058119	PSMD3	10	9	5	3	3	2
